Mods count: 113
 
                                      jar name                                        |    notes     |                mod id                |                                   mod name                                   |          mod version           |                                                                                                                                                                                                                                                                                                                                                                                                                                            mixin configs                                                                                                                                                                                                                                                                                                                                                                                                                                            |              modrinth hash               | curseforge hash
    /META-INF/jars/fabric-resource-conditions-api-v1-4.3.0+8dc279b119.jar             |              | fabric-resource-conditions-api-v1    | Fabric Resource Conditions API (v1)                                          | 4.3.0+8dc279b119               | fabric-resource-conditions-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       |                                          |                
    /META-INF/jars/fabric-resource-loader-v0-1.3.1+5b5275af19.jar                     |              | fabric-resource-loader-v0            | Fabric Resource Loader (v0)                                                  | 1.3.1+5b5275af19               | fabric-resource-loader-v0.mixins.json, fabric-resource-loader-v0.client.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |                                          |                
    /META-INF/jars/fabric-screen-api-v1-2.0.25+8b68f1c719.jar                         |              | fabric-screen-api-v1                 | Fabric Screen API (v1)                                                       | 2.0.25+8b68f1c719              | fabric-screen-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |                                          |                
    /META-INF/jars/fabric-screen-handler-api-v1-1.3.90+b559734419.jar                 |              | fabric-screen-handler-api-v1         | Fabric Screen Handler API (v1)                                               | 1.3.90+b559734419              | fabric-screen-handler-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |                                          |                
    /META-INF/jars/fabric-sound-api-v1-1.0.23+6573ed8c19.jar                          |              | fabric-sound-api-v1                  | Fabric Sound API (v1)                                                        | 1.0.23+6573ed8c19              | fabric-sound-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
    /META-INF/jars/fabric-transfer-api-v1-5.4.4+7b3d111d19.jar                        |              | fabric-transfer-api-v1               | Fabric Transfer API (v1)                                                     | 5.4.4+7b3d111d19               | fabric-transfer-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  |                                          |                
    /META-INF/jars/fabric-transitive-access-wideners-v1-6.2.0+45b9699719.jar          |              | fabric-transitive-access-wideners-v1 | Fabric Transitive Access Wideners (v1)                                       | 6.2.0+45b9699719               |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
dynamic-fps-3.11.4+minecraft-1.21.0-neoforge.jar                                      |              | dynamic_fps                          | Dynamic FPS                                                                  | 3.11.4                         | dynamic_fps-common.mixins.json, dynamic_fps.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             | 35b17e95b2b65930116ccc83e0cc358ac1bfcf9e | 250368856      
    /META-INF/jars/battery-2.0.0.jar                                                  |              |                                      |                                                                              |                                |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
ears-neoforge-1.21-1.4.7.jar                                                          |              | ears                                 | Ears                                                                         | 1.4.7                          | ears.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    | d0a3ffe1cdfcf9dcd8d639fb929ffee1f7e140bf | 4022872831     
emi-1.1.24+1.21.1+neoforge.jar                                                        |              | emi                                  | EMI                                                                          | 1.1.24+1.21.1+neoforge         | emi.mixins.json, emi-neoforge.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | 3fd494b37027dfbc7f78414d7cbf251c9eb6738a | 2937070771     
emi_create_schematics-1.1.0.jar                                                       |              | emi_create_schematics                | Create: EMI Schematics                                                       | 1.1.0                          | emi_create_schematics.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   | a34c4df9c1a39c553ac7cef28bb78132e4185cb6 | 4076377780     
emi_enchanting-0.1.2+1.21+neoforge.jar                                                |              | emi_enchanting                       | EMI Enchanting                                                               | 0.1.2+1.21+neoforge            |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     | 02ad74769ffcec259fd9bb14a1760593f6182b5c | 3503819062     
emi_loot-0.7.9+1.21+neoforge.jar                                                      |              | emi_loot                             | EMI Loot                                                                     | 0.7.9+1.21+neoforge            | emi_loot.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                | bd0326eeda721c87a29efd78f9a52f46d572392c | 2390371856     
ends_delight-2.5.1+neoforge.1.21.1.jar                                                |              | ends_delight                         | End's Delight                                                                | 2.5.1+neoforge.1.21.1          |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     | 22b63e1c852fbbedb9f7add64990fd9f8eca0787 | 3283171823     
entityculling-neoforge-1.10.2-mc1.21.1.jar                                            |              | entityculling                        | EntityCulling                                                                | 1.10.2                         | entityculling.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | 6c6f885e0359c2b0601cbec76fda406caeb49cca | 1090075427     
    /META-INF/jars/TRansition-1.0.19-1.21.1-neoforge-SNAPSHOT.jar                     |              | transition                           | TRansition                                                                   | 1.0.19                         | transition.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
    /META-INF/jars/TRender-1.0.13-1.21.1-neoforge-SNAPSHOT.jar                        |              | trender                              | TRender                                                                      | 1.0.13                         | trender.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |                                          |                
entityjs-1.4.5-1.21.jar                                                               |              | entityjs                             | EntityJS                                                                     | 1.4.5-1.21                     | entityjs.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                | cd0c342a18faea79d6681f6cf743242904229ccf | 818447031      
exposure-neoforge-1.21.1-1.9.16.jar                                                   |              | exposure                             | Exposure                                                                     | 1.9.16                         | exposure-neoforge.mixins.json, exposure-common.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          | b933b1d8c38ced7af391a82bc70f5d5c601ff21b | 2786836464     
fancymenu_neoforge_3.9.1_MC_1.21.1.jar                                                |              | fancymenu                            | FancyMenu                                                                    | 3.9.1                          | fancymenu.mixins.json, fancymenu.neoforge.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | 7d5be91bdc108df3cce5c68a10af7dd31dfc9e34 | 416362275      
    /META-INF/jarjar/japng-0.5.3.jar                                                  |              |                                      |                                                                              |                                |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
    /META-INF/jarjar/animated-gif-lib-for-java-animated-gif-lib-1.7.jar               |              |                                      |                                                                              |                                |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
FarmersDelight-1.21.1-1.3.2.jar                                                       |              | farmersdelight                       | Farmer's Delight                                                             | 1.3.2                          | farmersdelight.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          | bf7e7dede99e832de20e191b1f6c11f7a9b9a622 | 2979096389     
ferritecore-7.0.3-neoforge.jar                                                        |              | ferritecore                          | Ferrite Core                                                                 | 7.0.3                          | ferritecore.modelsides.mixin.json, ferritecore.mrl.mixin.json, ferritecore.dedupbakedquad.mixin.json, ferritecore.threaddetec.mixin.json, ferritecore.datacomponents.mixin.json, ferritecore.blockstatecache.mixin.json, ferritecore.dedupmultipart.mixin.json, ferritecore.accessors.mixin.json, ferritecore.fastmap.mixin.json, ferritecore.predicates.mixin.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 | 9563692efb708b6b568df27a01ec52f6311928ef | 2808038058     
flerovium-neoforge-1.21.1-1.0.18-all.jar                                              |              | flerovium                            | Flerovium                                                                    | 1.0.18                         | flerovium.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | 3d7890fa10d71a2dff2a25b19a9bc259261989e0 | 1585335113     
    /META-INF/jarjar/fabric-api-base-0.4.42+d1308ded19.jar                            |              | fabric_api_base                      | Forgified Fabric API Base                                                    | 0.4.42+d1308ded19              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
    /META-INF/jarjar/fabric-block-view-api-v2-1.0.10+9afaaf8c19.jar                   |              | fabric_block_view_api_v2             | Forgified Fabric BlockView API (v2)                                          | 1.0.10+9afaaf8c19              | fabric-block-view-api-v2.client.mixins.json, fabric-block-view-api-v2.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |                                          |                
    /META-INF/jarjar/fabric-renderer-api-v1-3.4.0+acb05a3919.jar                      |              | fabric_renderer_api_v1               | Forgified Fabric Renderer API (v1)                                           | 3.4.0+acb05a3919               | fabric-renderer-api-v1.debughud.mixins.json, fabric-renderer-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
    /META-INF/jarjar/fabric-rendering-data-attachment-v1-0.3.48+73761d2e19.jar        |              | fabric_rendering_data_attachment_v1  | Forgified Fabric Rendering Data Attachment (v1)                              | 0.3.48+73761d2e19              | fabric-rendering-data-attachment-v1.client.mixins.json, fabric-rendering-data-attachment-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             |                                          |                
ForgeConfigAPIPort-v21.1.6-1.21.1-NeoForge.jar                                        |              | forgeconfigapiport                   | Forge Config API Port                                                        | 21.1.6                         | forgeconfigapiport.neoforge.mixins.json, forgeconfigapiport.common.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | 14f2dd9f43254b8c06af04b6f0c8ae5192f658b5 | 858109102      
forgified-fabric-api-0.116.7+2.2.4+1.21.1.jar                                         |              | fabric_api                           | Forgified Fabric API                                                         | 0.116.7+2.2.4+1.21.1           |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     | 459b5f4c7297b2f7649d43137f3e5a069b69b707 | 4138408898     
    /META-INF/jars/fabric-api-base-0.4.42+d1308ded19.jar                              |              | fabric_api_base                      | Forgified Fabric API Base                                                    | 0.4.42+d1308ded19              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
    /META-INF/jars/fabric-api-lookup-api-v1-1.6.71+c290471319.jar                     |              | fabric_api_lookup_api_v1             | Forgified Fabric API Lookup API (v1)                                         | 1.6.71+c290471319              | fabric-api-lookup-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                |                                          |                
    /META-INF/jars/fabric-biome-api-v1-13.0.31+1e62d33c19.jar                         |              | fabric_biome_api_v1                  | Forgified Fabric Biome API (v1)                                              | 13.0.31+1e62d33c19             | fabric-biome-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
    /META-INF/jars/fabric-block-api-v1-1.1.0+b0c22bb819.jar                           |              | fabric_block_api_v1                  | Forgified Fabric Block API (v1)                                              | 1.1.0+b0c22bb819               | fabric-block-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
    /META-INF/jars/fabric-block-view-api-v2-1.0.11+e9036fd419.jar                     |              | fabric_block_view_api_v2             | Forgified Fabric BlockView API (v2)                                          | 1.0.11+e9036fd419              | fabric-block-view-api-v2.client.mixins.json, fabric-block-view-api-v2.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |                                          |                
    /META-INF/jars/fabric-blockrenderlayer-v1-1.1.52+c290471319.jar                   |              | fabric_blockrenderlayer_v1           | Forgified Fabric BlockRenderLayer Registration (v1)                          | 1.1.52+c290471319              | fabric-blockrenderlayer-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
    /META-INF/jars/fabric-client-tags-api-v1-1.1.15+e053909619.jar                    |              | fabric_client_tags_api_v1            | Forgified Fabric Client Tags                                                 | 1.1.15+e053909619              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
