Mods count: 113
 
                                      jar name                                        |    notes     |                mod id                |                                   mod name                                   |          mod version           |                                                                                                                                                                                                                                                                                                                                                                                                                                            mixin configs                                                                                                                                                                                                                                                                                                                                                                                                                                            |              modrinth hash               | curseforge hash
        /META-INF/jars/fabric-item-api-v1-0.116.11.jar                                |              | fabric-item-api-v1                   | Fabric Item API (v1)                                                         | 11.2.0+3b3cb2e819              | fabric-item-api-v1.client.mixins.json, fabric-item-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               |                                          |                
        /META-INF/jars/fabric-item-group-api-v1-0.116.11.jar                          |              | fabric-item-group-api-v1             | Fabric Item Group API (v1)                                                   | 4.1.7+def88e3a19               | fabric-item-group-api-v1.client.mixins.json, fabric-item-group-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |                                          |                
        /META-INF/jars/fabric-key-binding-api-v1-0.116.11.jar                         |              | fabric-key-binding-api-v1            | Fabric Key Binding API (v1)                                                  | 1.0.47+0af3f5a719              | fabric-key-binding-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               |                                          |                
        /META-INF/jars/fabric-keybindings-v0-0.116.11.jar                             |              | fabric-keybindings-v0                | Fabric Key Bindings (v0)                                                     | 0.2.45+df3654b319              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
        /META-INF/jars/fabric-lifecycle-events-v1-0.116.11.jar                        |              | fabric-lifecycle-events-v1           | Fabric Lifecycle Events (v1)                                                 | 2.6.0+0865547519               | fabric-lifecycle-events-v1.client.mixins.json, fabric-lifecycle-events-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               |                                          |                
        /META-INF/jars/fabric-loot-api-v2-0.116.11.jar                                |              | fabric-loot-api-v2                   | Fabric Loot API (v2)                                                         | 3.0.15+3f89f5a519              | fabric-loot-api-v2.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      |                                          |                
        /META-INF/jars/fabric-loot-api-v3-0.116.11.jar                                |              | fabric-loot-api-v3                   | Fabric Loot API (v3)                                                         | 1.0.3+3f89f5a519               | fabric-loot-api-v3.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      |                                          |                
        /META-INF/jars/fabric-message-api-v1-0.116.11.jar                             |              | fabric-message-api-v1                | Fabric Message API (v1)                                                      | 6.0.14+8aaf3aca19              | fabric-message-api-v1.client.mixins.json, fabric-message-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |                                          |                
        /META-INF/jars/fabric-model-loading-api-v1-0.116.11.jar                       |              | fabric-model-loading-api-v1          | Fabric Model Loading API (v1)                                                | 2.1.0+b4d813fc19               | fabric-model-loading-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             |                                          |                
        /META-INF/jars/fabric-networking-api-v1-0.116.11.jar                          |              | fabric-networking-api-v1             | Fabric Networking API (v1)                                                   | 4.3.0+c7469b2119               | fabric-networking-api-v1.mixins.json, fabric-networking-api-v1.client.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |                                          |                
        /META-INF/jars/fabric-object-builder-api-v1-0.116.11.jar                      |              | fabric-object-builder-api-v1         | Fabric Object Builder API (v1)                                               | 15.2.1+40875a9319              | fabric-object-builder-v1.mixins.json, fabric-object-builder-v1.client.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |                                          |                
        /META-INF/jars/fabric-particles-v1-0.116.11.jar                               |              | fabric-particles-v1                  | Fabric Particles (v1)                                                        | 4.0.2+6573ed8c19               | fabric-particles-v1.client.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
        /META-INF/jars/fabric-recipe-api-v1-0.116.11.jar                              |              | fabric-recipe-api-v1                 | Fabric Recipe API (v1)                                                       | 5.0.15+2475392c19              | fabric-recipe-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |                                          |                
        /META-INF/jars/fabric-registry-sync-v0-0.116.11.jar                           |              | fabric-registry-sync-v0              | Fabric Registry Sync (v0)                                                    | 5.3.1+e3eddc2119               | fabric-registry-sync-v0.mixins.json, fabric-registry-sync-v0.client.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
        /META-INF/jars/fabric-renderer-api-v1-0.116.11.jar                            |              | fabric-renderer-api-v1               | Fabric Renderer API (v1)                                                     | 3.4.1+b4d813fc19               | fabric-renderer-api-v1.debughud.mixins.json, fabric-renderer-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
        /META-INF/jars/fabric-renderer-indigo-0.116.11.jar                            |              | fabric-renderer-indigo               | Fabric Renderer - Indigo                                                     | 1.7.1+c705a49c19               | fabric-renderer-indigo.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  |                                          |                
        /META-INF/jars/fabric-renderer-registries-v1-0.116.11.jar                     |              | fabric-renderer-registries-v1        | Fabric Renderer Registries (v1)                                              | 3.2.69+df3654b319              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
        /META-INF/jars/fabric-rendering-data-attachment-v1-0.116.11.jar               |              | fabric-rendering-data-attachment-v1  | Fabric Rendering Data Attachment (v1)                                        | 0.3.49+73761d2e19              | fabric-rendering-data-attachment-v1.client.mixins.json, fabric-rendering-data-attachment-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             |                                          |                
        /META-INF/jars/fabric-rendering-fluids-v1-0.116.11.jar                        |              | fabric-rendering-fluids-v1           | Fabric Rendering Fluids (v1)                                                 | 3.1.6+1daea21519               | fabric-rendering-fluids-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
        /META-INF/jars/fabric-rendering-v0-0.116.11.jar                               |              | fabric-rendering-v0                  | Fabric Rendering (v0)                                                        | 1.1.72+df3654b319              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
        /META-INF/jars/fabric-rendering-v1-0.116.11.jar                               |              | fabric-rendering-v1                  | Fabric Rendering (v1)                                                        | 5.1.0+ab4c25a019               | fabric-rendering-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
        /META-INF/jars/fabric-resource-conditions-api-v1-0.116.11.jar                 |              | fabric-resource-conditions-api-v1    | Fabric Resource Conditions API (v1)                                          | 4.3.0+8dc279b119               | fabric-resource-conditions-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       |                                          |                
        /META-INF/jars/fabric-resource-loader-v0-0.116.11.jar                         |              | fabric-resource-loader-v0            | Fabric Resource Loader (v0)                                                  | 1.3.1+5b5275af19               | fabric-resource-loader-v0.mixins.json, fabric-resource-loader-v0.client.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |                                          |                
        /META-INF/jars/fabric-screen-api-v1-0.116.11.jar                              |              | fabric-screen-api-v1                 | Fabric Screen API (v1)                                                       | 2.0.25+8b68f1c719              | fabric-screen-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |                                          |                
        /META-INF/jars/fabric-screen-handler-api-v1-0.116.11.jar                      |              | fabric-screen-handler-api-v1         | Fabric Screen Handler API (v1)                                               | 1.3.90+b559734419              | fabric-screen-handler-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |                                          |                
        /META-INF/jars/fabric-sound-api-v1-0.116.11.jar                               |              | fabric-sound-api-v1                  | Fabric Sound API (v1)                                                        | 1.0.23+6573ed8c19              | fabric-sound-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
        /META-INF/jars/fabric-transfer-api-v1-0.116.11.jar                            |              | fabric-transfer-api-v1               | Fabric Transfer API (v1)                                                     | 5.4.4+7b3d111d19               | fabric-transfer-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  |                                          |                
        /META-INF/jars/fabric-transitive-access-wideners-v1-0.116.11.jar              |              | fabric-transitive-access-wideners-v1 | Fabric Transitive Access Wideners (v1)                                       | 6.2.0+45b9699719               |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
    /META-INF/jars/fabric-api-base-0.4.42+6573ed8c19.jar                              |              | fabric-api-base                      | Fabric API Base                                                              | 0.4.42+6573ed8c19              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
    /META-INF/jars/fabric-api-lookup-api-v1-1.6.72+7b3d111d19.jar                     |              | fabric-api-lookup-api-v1             | Fabric API Lookup API (v1)                                                   | 1.6.72+7b3d111d19              | fabric-api-lookup-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                |                                          |                
    /META-INF/jars/fabric-biome-api-v1-13.0.31+d527f9fd19.jar                         |              | fabric-biome-api-v1                  | Fabric Biome API (v1)                                                        | 13.0.31+d527f9fd19             | fabric-biome-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
    /META-INF/jars/fabric-block-api-v1-1.1.0+0bc3503219.jar                           |              | fabric-block-api-v1                  | Fabric Block API (v1)                                                        | 1.1.0+0bc3503219               | fabric-block-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
    /META-INF/jars/fabric-block-view-api-v2-1.0.11+ebb2264e19.jar                     |              | fabric-block-view-api-v2             | Fabric BlockView API (v2)                                                    | 1.0.11+ebb2264e19              | fabric-block-view-api-v2.client.mixins.json, fabric-block-view-api-v2.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |                                          |                
    /META-INF/jars/fabric-blockrenderlayer-v1-1.1.52+0af3f5a719.jar                   |              | fabric-blockrenderlayer-v1           | Fabric BlockRenderLayer Registration (v1)                                    | 1.1.52+0af3f5a719              | fabric-blockrenderlayer-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
    /META-INF/jars/fabric-client-tags-api-v1-1.1.15+6573ed8c19.jar                    |              | fabric-client-tags-api-v1            | Fabric Client Tags                                                           | 1.1.15+6573ed8c19              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
    /META-INF/jars/fabric-command-api-v1-1.2.49+f71b366f19.jar                        |              | fabric-command-api-v1                | Fabric Command API (v1)                                                      | 1.2.49+f71b366f19              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
    /META-INF/jars/fabric-command-api-v2-2.2.28+6ced4dd919.jar                        |              | fabric-command-api-v2                | Fabric Command API (v2)                                                      | 2.2.28+6ced4dd919              | fabric-command-api-v2.mixins.json, fabric-command-api-v2.client.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |                                          |                
    /META-INF/jars/fabric-commands-v0-0.2.66+df3654b319.jar                           |              | fabric-commands-v0                   | Fabric Commands (v0)                                                         | 0.2.66+df3654b319              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
    /META-INF/jars/fabric-content-registries-v0-8.0.19+b559734419.jar                 |              | fabric-content-registries-v0         | Fabric Content Registries (v0)                                               | 8.0.19+b559734419              | fabric-content-registries-v0.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |                                          |                
